sex,age,exp,q28,q29,q30,q31,q32,q40_1,q40_2,q40_3,q40_4,q40_5,q16_part
2,70,4,1,1,1,0,6,0,0,1,0,0,5
2,55,3,1,1,1,1,6,1,0,1,1,1,5
2,45,3,0,1,1,1,5,1,1,1,1,1,5
2,60,2,1,1,1,0,6,0,1,1,0,1,5
2,62,2,1,0,0,0,6,0,0,1,0,0,3
2,57,2,0,0,0,0,5,0,0,0,0,0,3
2,54,3,0,1,1,0,6,1,0,1,0,0,5
1,53,4,1,0,1,1,6,0,1,1,0,1,2
2,80,3,0,0,0,0,6,0,0,1,0,0,1
1,20,2,1,1,1,0,6,1,0,1,1,1,1
2,62,2,0,0,0,0,6,0,0,0,0,0,1
1,54,1,1,1,1,1,6,1,0,1,0,1,5
2,38,3,1,1,1,1,6,0,1,1,1,1,5
2,64,2,1,0,0,0,6,0,0,0,0,0,5
2,48,1,1,0,0,0,5,0,0,0,0,1,5
1,55,3,1,1,1,1,5,0,0,0,0,0,5
1,53,1,1,0,0,1,6,0,1,1,1,1,3
2,37,1,1,0,0,1,6,0,0,1,1,1,1
1,58,1,1,1,1,1,6,1,1,1,1,1,5
2,42,3,1,0,0,0,5,0,0,0,0,0,5
2,35,4,0,0,0,0,5,0,0,0,0,1,1
2,18,4,1,1,1,1,4,0,0,1,1,1,4
1,34,4,0,0,0,0,5,0,0,0,1,1,5
2,32,3,0,0,0,0,4,0,0,0,0,1,5
1,60,4,1,1,1,1,6,0,1,0,0,1,5
2,62,3,0,1,1,1,6,1,1,1,1,1,5
1,34,3,1,0,1,1,6,1,1,1,1,1,3
1,48,2,0,1,0,1,7,0,0,0,1,1,1
1,64,3,1,1,1,1,6,0,0,1,1,1,5
2,53,2,1,1,1,1,6,1,1,1,1,1,5
2,32,4,1,1,1,1,6,0,1,1,1,1,3
2,22,3,1,1,1,1,6,1,1,1,1,1,5
2,48,4,1,1,1,1,6,0,1,0,1,1,5
2,67,4,1,0,1,1,6,0,1,1,1,1,5
1,85,3,0,0,1,1,6,0,1,1,1,0,5
1,23,1,1,0,1,0,5,1,1,1,1,1,3
1,64,2,1,1,1,1,5,0,1,1,1,1,4
2,30,2,1,1,1,1,6,1,1,1,1,0,4
2,42,1,1,0,1,1,4,0,0,1,1,0,5
2,35,4,1,0,0,1,6,0,0,1,1,1,3
1,74,1,0,1,0,1,6,1,1,1,1,1,5
1,23,1,1,1,1,0,4,1,0,1,1,1,5
2,71,2,1,0,0,1,6,1,0,1,1,1,3
2,59,3,1,0,0,0,6,1,0,1,1,1,5
1,41,1,1,1,1,1,5,0,1,1,1,1,2
2,32,2,1,1,1,1,6,1,1,1,1,1,5
1,60,2,1,1,1,0,4,0,0,1,1,1,5
2,63,4,1,0,1,1,4,1,1,1,1,1,5
2,21,2,1,1,1,1,4,0,0,1,1,1,5
2,76,4,1,1,1,1,6,0,0,1,1,0,2
1,50,2,1,1,1,1,6,0,0,1,1,1,5
2,80,1,1,0,1,1,4,0,0,1,1,0,5
2,60,2,1,0,0,1,5,1,1,1,1,1,5
1,67,3,1,1,1,1,6,1,0,1,1,1,5
2,45,1,1,0,0,1,6,1,1,1,1,1,4
1,36,4,1,1,1,1,6,0,0,1,1,1,5
1,68,3,1,1,1,1,6,1,1,1,1,1,2
1,42,1,1,1,0,1,6,1,1,1,1,1,3
1,60,3,1,1,1,1,5,0,1,1,1,0,3
1,52,3,1,1,1,1,5,0,0,1,1,1,5
1,31,3,1,1,1,1,5,0,0,1,1,1,5
2,19,2,1,1,1,1,4,1,1,1,1,1,5
2,79,4,1,1,1,1,6,1,0,1,1,1,3
2,75,1,1,0,0,1,6,0,0,1,1,1,5
2,63,2,1,1,0,1,6,1,0,1,1,0,5
2,69,1,1,1,1,1,6,0,0,1,1,0,5
1,34,4,1,1,1,1,6,1,1,1,1,1,5
2,58,1,1,1,1,1,6,1,1,1,1,1,2
2,64,2,1,0,1,1,5,1,1,1,1,1,5
2,76,1,1,1,1,1,6,0,0,1,1,1,5
2,60,4,1,0,0,1,5,1,0,1,1,1,2
2,80,4,0,0,0,1,6,0,0,1,1,0,5
2,64,4,0,0,0,0,6,1,0,1,1,1,5
1,37,3,1,1,1,1,6,0,0,1,1,1,5
1,18,3,1,0,0,1,4,1,0,1,1,1,5
2,47,3,1,1,1,1,6,1,1,1,1,1,1
1,29,3,0,1,0,0,4,0,0,0,1,1,3
2,19,2,0,0,0,0,3,0,0,0,1,0,3
2,40,2,0,0,0,0,6,0,0,1,1,1,1
2,28,4,0,0,0,0,6,0,1,1,1,1,3
2,52,3,0,0,1,1,6,0,0,0,1,1,1
1,66,1,1,1,1,1,5,0,0,1,0,1,3
2,30,1,0,0,0,0,6,0,1,1,1,1,5
2,58,1,0,0,1,1,6,0,0,1,1,0,1
2,86,4,0,0,0,0,6,0,0,0,0,0,3
1,31,2,1,0,1,1,6,0,0,1,1,1,3
2,26,4,0,0,1,0,3,0,0,1,0,0,3
1,45,3,0,0,0,1,6,0,1,1,1,1,1
1,43,4,0,0,0,0,5,0,1,1,1,1,3
2,31,1,0,0,1,0,4,0,1,1,1,1,3
1,77,2,0,0,1,0,4,0,0,1,1,0,3
2,58,3,0,0,0,0,5,0,0,1,1,0,5
1,54,1,1,0,0,0,4,0,1,1,1,1,5
1,36,2,1,1,1,0,6,0,1,1,1,1,1
1,23,3,1,0,1,1,6,0,0,0,0,0,5
2,22,4,0,0,0,0,6,0,0,1,1,1,3
2,76,4,0,0,0,0,4,1,0,1,1,1,3
2,61,1,1,0,0,0,6,0,1,1,1,0,5
1,75,4,1,1,1,1,6,1,1,1,1,1,5
1,25,2,1,1,1,1,4,0,0,0,1,1,3
2,75,3,0,0,0,0,6,0,0,0,0,0,4
2,32,2,1,1,1,1,6,0,0,1,1,1,5
2,66,1,0,0,0,0,6,0,0,0,0,0,5
2,41,1,1,1,1,1,6,0,1,1,1,0,3
2,76,3,0,0,0,0,5,0,0,0,0,0,3
2,28,4,0,0,1,1,6,0,0,1,1,1,1
2,69,1,0,0,0,1,5,0,1,1,1,1,5
2,66,1,0,1,0,0,5,0,0,0,0,0,5
2,24,2,0,0,0,0,6,0,0,1,1,1,5
2,66,2,1,1,1,1,6,1,1,1,1,1,5
2,62,2,0,1,0,0,6,0,0,1,1,0,3
2,20,3,0,0,0,0,5,0,0,1,1,0,5
1,53,4,1,1,0,1,6,0,0,1,1,1,5
2,26,4,0,0,0,0,4,1,1,1,1,0,2
2,48,4,1,1,1,1,4,1,1,1,1,1,5
1,37,2,1,1,0,0,5,0,0,1,1,1,3
2,21,2,0,0,0,0,4,0,0,0,0,0,5
2,36,1,0,0,1,1,6,0,1,1,1,1,5
2,53,1,1,0,1,1,6,0,0,0,1,1,5
1,43,2,1,1,1,1,6,0,0,1,1,1,5
2,56,4,1,0,1,1,6,0,0,1,1,1,1
2,48,2,1,1,0,1,4,0,1,1,1,0,5
2,64,1,0,0,0,0,4,0,0,0,1,1,1
2,45,3,0,0,0,0,6,1,1,1,1,1,5
1,56,3,1,1,1,1,4,1,0,1,1,1,1
1,35,2,0,0,0,0,6,1,1,1,1,1,1
1,70,3,0,1,0,1,6,1,1,1,1,1,1
1,61,4,1,1,1,1,5,0,0,1,1,1,1
1,22,4,1,1,1,0,4,1,1,1,1,1,5
1,65,4,0,0,0,0,4,0,0,1,0,1,1
2,74,3,0,0,0,0,4,0,0,0,0,0,1
1,46,1,1,1,1,0,6,0,0,1,1,1,5
2,56,4,1,0,1,1,5,0,0,1,0,1,1
2,20,2,1,0,0,0,4,1,1,1,1,1,5
1,23,1,1,1,1,1,6,0,0,1,1,1,1
1,64,3,1,1,1,0,6,0,1,1,1,1,5
1,62,2,0,0,0,0,5,1,0,1,1,1,5
2,33,1,0,0,0,0,5,0,0,1,0,0,1
2,48,2,0,0,0,1,5,0,0,1,1,1,5
2,28,4,0,0,0,0,6,0,0,1,1,0,3
1,37,1,1,1,1,1,6,0,1,1,1,1,4
2,74,2,0,1,0,0,4,0,0,0,1,0,5
2,32,2,0,0,0,0,4,0,0,0,1,0,3
2,27,4,1,0,0,0,6,0,0,0,1,0,2
2,30,1,0,0,0,0,6,0,1,1,1,1,5
1,32,3,1,0,0,0,6,0,1,1,1,1,5
1,62,1,1,1,1,1,5,0,1,1,1,0,1
1,33,4,0,1,1,1,6,0,0,1,1,1,5
1,48,1,1,0,1,1,4,0,1,1,1,1,1
1,63,3,0,1,0,1,4,0,1,1,1,1,2
2,31,2,1,0,0,0,6,0,1,1,1,1,3
1,25,3,0,1,1,1,6,0,1,1,1,1,5
2,55,4,1,1,1,1,6,1,1,1,1,1,5
1,30,3,0,0,0,0,6,0,0,1,1,1,2
2,29,2,1,1,1,0,6,1,1,1,1,1,4
1,34,3,1,0,1,1,6,0,0,1,1,1,5
2,30,2,0,0,1,1,6,1,1,1,1,1,1
1,19,4,0,0,0,0,3,0,0,0,1,1,3
2,34,1,0,1,0,0,5,1,1,1,1,1,3
2,58,4,1,0,0,1,6,1,1,1,1,1,5
2,32,4,0,0,0,0,3,0,0,0,1,0,5
2,55,4,1,0,0,0,5,1,1,1,1,1,5
2,59,2,0,1,1,1,6,0,0,1,1,1,5
2,50,1,0,0,0,0,6,0,0,1,1,1,5
2,32,1,0,0,0,0,5,0,0,0,1,1,3
2,25,3,0,0,0,0,5,0,0,0,0,1,5
2,80,3,0,0,0,0,5,0,0,1,1,1,4
2,43,2,1,1,1,1,6,1,1,1,1,1,5
1,30,2,0,0,0,0,4,0,0,0,1,1,5
2,79,2,0,0,0,0,6,0,0,0,1,0,5
2,49,1,0,0,0,0,6,0,0,0,1,1,1
2,49,4,1,1,1,1,6,0,0,1,1,1,3
1,30,3,0,1,0,1,6,1,0,1,1,1,5
1,37,1,1,1,1,1,6,1,1,1,1,1,4
1,83,1,0,1,1,1,5,1,1,1,1,1,5
2,46,1,1,1,1,1,6,0,0,1,1,0,5
2,54,3,1,1,1,0,5,1,1,1,1,0,5
2,21,2,1,1,1,1,4,0,0,1,1,1,1
1,42,1,1,1,1,1,4,1,0,1,1,1,5
1,44,4,1,1,1,1,6,1,1,1,1,1,5
2,33,4,1,0,0,1,6,0,0,1,1,1,4
2,43,4,1,0,0,1,5,0,0,1,1,0,5
2,31,4,1,0,0,1,6,0,0,1,1,1,5
2,39,4,1,0,0,1,6,0,0,1,1,1,4
2,36,4,1,1,1,1,6,0,1,1,1,1,3
2,42,2,1,0,1,0,6,1,1,1,1,1,1
1,37,3,1,0,1,1,4,0,0,0,1,1,5
2,64,1,1,1,0,1,4,1,1,1,1,1,5
2,85,2,1,0,0,0,6,0,0,1,1,0,2
1,20,1,1,1,1,1,4,0,0,1,1,1,5
1,35,4,1,1,1,1,6,1,0,1,1,1,2
1,19,3,1,1,0,1,4,0,0,1,1,1,2
1,27,1,1,0,1,1,4,0,0,1,1,1,1
2,61,2,1,0,0,1,6,1,1,1,1,1,2
1,29,2,1,1,1,1,6,0,1,1,1,1,4
1,77,2,1,1,1,1,6,0,0,1,1,0,2
2,38,2,1,0,0,1,4,1,1,1,1,1,4
2,67,4,1,0,0,1,4,0,0,1,1,1,5
1,35,2,1,1,1,1,6,1,0,1,1,1,5
1,40,3,1,1,1,1,4,0,1,1,1,1,5
2,31,3,1,0,0,0,4,0,0,0,1,1,5
2,80,3,1,0,0,0,5,0,0,1,1,0,2
2,32,1,1,0,0,0,6,0,0,0,1,1,3
1,45,1,1,1,1,1,6,1,1,1,1,1,5
2,33,2,1,0,0,0,6,0,0,1,1,1,2
1,57,3,1,1,1,1,5,1,1,1,1,1,5
1,31,1,1,1,1,1,6,1,0,1,1,1,5
2,23,2,1,1,0,1,6,0,1,1,1,1,5
2,25,3,1,1,1,1,6,0,1,1,1,1,5
1,62,1,1,0,1,0,4,0,0,1,1,1,5
2,84,2,0,0,1,0,5,0,0,1,1,1,3
2,44,3,0,1,1,1,6,0,0,1,1,1,5
1,55,4,1,1,1,1,4,0,0,1,1,1,1
2,83,1,0,0,0,0,5,0,0,0,1,1,3
2,68,1,1,0,0,0,5,0,0,1,1,1,5
2,44,3,0,0,0,0,5,0,0,1,1,1,5
2,60,3,0,1,1,0,4,0,0,1,1,1,4
2,58,4,1,0,0,0,4,0,0,1,1,0,3
2,35,4,0,0,1,0,6,0,0,1,1,1,5
2,35,2,0,0,0,0,5,0,1,0,1,0,3
2,30,1,1,0,1,0,6,0,1,1,1,1,5
2,52,2,0,0,0,1,5,0,0,1,1,1,3
2,48,2,0,0,0,1,5,0,0,1,1,0,5
2,35,1,1,0,1,1,6,0,0,1,1,1,5
2,46,1,0,0,1,0,4,0,1,1,1,1,1
2,48,4,0,0,0,0,4,0,1,1,1,1,5
2,32,4,0,1,1,0,6,1,0,1,1,1,5
1,20,3,1,1,1,0,4,0,0,1,1,1,5
2,29,4,1,0,1,1,6,0,1,1,1,1,5
1,22,3,0,0,0,0,4,0,0,1,1,1,5
2,57,2,0,1,0,0,5,0,0,1,0,1,5
2,25,4,0,0,0,0,6,0,0,1,0,0,5
1,18,3,1,0,0,0,4,0,0,1,1,1,5
2,32,4,0,0,0,0,6,0,0,1,1,1,5
2,37,2,0,0,0,0,5,0,0,1,0,1,5
2,70,3,0,0,0,0,2,0,0,0,0,1,3
1,31,3,1,1,1,1,6,0,1,1,1,1,5
2,71,1,1,1,1,0,6,0,1,1,1,1,5
2,22,1,0,0,0,0,4,0,0,1,0,1,
1,64,3,1,1,1,1,6,0,0,1,1,1,5
1,24,4,1,0,1,0,6,0,0,1,1,1,1
1,55,1,0,0,1,0,6,0,0,1,0,1,5
2,28,2,0,0,0,0,5,0,1,1,1,1,2
2,46,4,1,0,0,1,5,0,0,1,1,1,1
1,18,1,1,1,0,0,4,0,0,0,0,0,5
1,46,4,1,1,1,1,6,1,1,1,1,1,5
2,21,3,0,0,0,0,4,0,0,0,1,0,5
2,47,2,0,0,0,0,4,0,0,1,1,1,5
2,54,3,1,1,1,1,5,0,1,1,1,1,5
2,23,4,1,0,0,0,6,0,1,1,1,1,5
2,60,3,1,1,0,0,6,0,1,1,1,1,2
2,59,3,0,1,0,0,5,0,0,1,1,0,5
1,25,2,1,1,1,1,4,0,0,1,1,1,5
2,67,1,1,1,1,1,6,0,1,1,1,1,4
1,32,1,0,0,0,0,5,0,0,0,1,1,2
2,40,2,0,0,0,1,4,0,0,0,0,0,3
2,63,1,0,0,0,0,5,0,0,0,1,1,3
2,45,2,0,0,0,0,5,0,0,1,1,0,3
2,19,2,0,0,0,0,4,0,0,0,1,0,5
2,24,1,1,0,0,1,6,0,0,0,1,0,3
2,34,4,0,0,0,0,6,0,0,1,1,0,5
2,49,1,0,0,1,1,4,0,0,1,1,0,5
2,58,4,0,0,0,0,5,0,0,0,1,0,4
1,51,4,0,0,0,1,4,0,0,1,1,1,5
2,39,1,0,0,0,0,4,0,0,1,1,0,
2,23,2,1,1,0,1,6,0,0,0,1,1,5
1,90,1,0,0,0,1,2,0,0,1,1,1,2
2,63,4,0,1,0,1,5,0,0,0,1,0,4
2,66,2,1,1,1,1,6,0,0,0,1,0,5
2,33,4,1,1,0,0,6,0,0,1,0,1,5
2,19,2,0,0,0,0,4,0,0,1,1,1,5
2,65,1,1,1,1,1,6,0,0,1,1,0,5
1,59,4,1,0,1,1,4,0,1,1,0,1,1
2,57,4,1,0,0,0,6,1,1,1,1,1,1
1,62,1,1,1,1,1,4,1,0,1,0,0,5
1,62,1,0,0,1,0,5,0,1,1,0,0,1
2,33,3,0,0,0,0,4,0,1,1,0,1,1
1,32,4,1,1,1,1,6,0,1,1,1,1,1
2,67,3,0,1,1,1,6,0,0,1,0,1,5
2,73,1,1,1,1,1,5,0,0,1,0,0,5
2,80,3,0,0,0,0,4,0,1,0,0,1,1
2,27,2,1,1,1,1,6,0,0,1,1,1,1
2,57,2,1,1,1,1,5,0,1,1,0,1,5
1,18,3,0,0,1,0,4,0,1,1,1,1,5
2,34,3,0,0,0,0,4,0,0,1,0,1,3
1,67,2,0,0,1,1,4,0,0,1,0,1,1
2,72,4,0,0,0,0,4,0,0,1,0,0,5
1,23,1,1,0,1,0,4,0,0,1,0,1,2
2,78,1,1,1,0,0,5,0,0,1,0,0,1
2,38,2,1,1,1,1,6,0,1,1,0,1,5
1,20,1,0,0,0,0,5,0,0,0,1,1,2
1,27,4,1,1,1,0,6,1,1,1,1,1,2
2,57,3,0,0,0,0,5,0,0,1,0,0,1
2,45,4,0,0,0,0,5,0,1,1,0,1,4
1,18,2,0,0,0,0,4,0,0,1,1,1,3
1,75,2,1,0,1,1,6,1,0,1,1,1,5
2,54,4,0,1,0,0,6,1,1,1,1,1,5
2,37,2,0,0,0,0,4,0,1,1,0,1,3
1,84,3,0,0,0,0,4,0,0,1,0,1,3
2,60,4,0,1,1,0,5,0,1,1,0,1,1
2,86,4,0,0,0,0,4,0,0,0,0,0,3
2,79,1,0,0,1,0,5,0,0,1,1,1,4
2,36,2,1,0,0,0,6,0,0,1,1,1,5
2,25,1,0,0,1,1,6,1,1,1,1,1,5
2,27,3,1,0,1,0,5,0,0,1,0,1,1
2,33,3,0,0,0,0,6,0,0,1,1,1,3
2,43,1,1,1,0,0,6,0,1,1,1,1,5
1,33,3,0,0,0,0,4,0,1,1,1,1,3
2,67,1,1,0,1,1,6,0,0,1,1,1,5
2,28,1,0,0,0,1,6,0,1,1,1,1,5
2,36,4,0,0,0,0,5,0,0,1,1,1,3
2,59,2,0,1,0,0,6,0,1,1,0,1,2
1,34,2,0,0,0,0,6,0,1,1,1,1,1
2,36,4,1,1,1,1,4,0,0,1,1,1,5
2,76,3,0,0,0,0,6,0,1,1,1,1,2
2,30,3,1,1,1,0,6,0,0,1,1,1,1
2,58,4,0,0,0,0,4,0,0,0,0,0,3
1,23,1,0,0,0,0,6,0,1,1,1,1,3
2,26,2,1,1,0,0,6,0,0,0,0,0,3
2,65,1,0,1,1,1,5,0,0,1,1,1,5
1,65,1,0,1,1,1,7,0,1,1,1,1,1
2,38,2,1,0,0,0,4,0,0,0,1,1,4
1,58,1,0,0,0,0,4,0,0,1,0,1,3
2,33,2,1,0,1,1,6,0,0,0,1,1,2
1,67,4,1,1,1,1,6,0,0,1,1,1,5
2,49,4,0,0,0,0,5,0,0,1,0,1,5
1,22,1,0,0,0,0,5,0,0,0,0,1,4
2,35,3,0,0,0,0,4,0,0,0,1,1,4
2,66,3,0,0,0,1,5,0,0,1,0,0,3
2,34,2,0,0,0,0,6,0,0,1,0,1,3
2,47,3,0,0,0,0,4,0,0,1,0,1,5
2,65,2,0,0,0,0,5,1,1,1,1,1,2
2,45,3,1,0,0,1,5,0,0,1,1,0,5
1,41,1,0,0,1,1,6,0,0,1,1,1,5
1,44,4,1,1,1,1,6,0,0,1,0,0,5
1,59,4,0,0,1,1,5,0,0,1,1,1,4
1,21,1,0,0,1,0,4,0,0,0,0,0,3
2,66,1,0,1,1,1,6,0,0,1,1,1,5
1,54,4,1,0,1,0,6,0,1,1,1,1,4
2,22,4,0,0,0,0,4,0,0,1,1,1,5
2,55,3,1,1,1,1,6,0,1,1,1,1,5
2,59,3,0,0,1,0,5,0,0,1,1,1,5
2,34,4,1,1,0,0,5,0,1,1,1,1,5
1,54,2,1,1,1,1,6,0,0,1,1,1,3
2,37,2,0,1,0,0,6,0,0,1,1,1,2
2,24,1,0,1,0,0,6,0,1,1,1,1,5
2,19,3,1,0,0,0,4,0,1,1,1,1,5
2,68,2,0,1,1,1,6,0,0,1,1,1,3
2,61,1,0,1,0,1,6,0,0,0,1,0,1
1,32,4,0,0,1,0,6,0,0,1,1,1,3
1,71,1,1,1,1,0,4,0,0,1,1,0,5
2,54,3,0,0,0,0,6,0,1,1,1,1,5
1,20,2,1,0,0,0,4,0,0,1,1,1,1
2,29,3,0,0,1,1,6,0,0,1,1,1,5
2,60,3,1,0,1,0,6,0,1,1,1,1,5
2,24,1,0,0,0,0,6,0,0,1,1,1,1
2,23,2,0,1,1,0,6,0,0,0,1,1,5
2,30,4,1,0,1,0,6,0,0,1,1,1,5
1,65,1,1,1,0,0,6,0,1,1,1,1,5
1,34,2,0,1,0,0,5,0,0,1,1,1,5
2,32,4,0,0,0,1,6,0,1,1,1,0,2
1,21,1,0,0,0,0,4,0,1,1,1,1,5
2,25,4,1,0,0,1,4,1,1,1,1,1,3
2,66,2,1,1,0,1,6,0,1,1,1,1,5
2,24,2,0,0,0,0,5,0,1,1,1,1,4
1,37,4,1,1,1,1,6,0,0,0,1,1,5
2,33,3,0,0,0,0,6,0,1,1,1,1,5
2,82,2,1,1,1,1,6,0,0,1,0,0,5
1,61,1,1,1,0,1,6,1,1,1,1,1,5
2,42,3,1,0,0,0,6,0,0,1,1,1,5
2,67,3,1,0,0,1,4,0,0,1,1,1,5
1,46,3,1,1,0,0,5,0,1,1,1,1,5
1,79,1,0,1,0,0,6,0,1,1,1,1,1
1,54,1,0,1,1,1,6,0,1,1,1,1,5
2,35,3,1,1,1,1,6,0,1,1,1,1,5
1,25,4,1,1,1,1,6,0,1,1,1,1,5
2,43,2,1,0,0,1,5,0,0,1,1,0,3
1,52,4,1,1,1,1,5,0,1,1,1,1,5
1,40,3,1,1,1,1,6,0,1,1,1,1,1
1,22,2,0,0,0,1,4,0,0,1,1,0,1
2,64,1,1,1,1,1,5,0,0,0,0,0,5
2,67,4,0,1,1,0,6,0,0,1,0,0,5
